PatientID,Diagnosis,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,Polyphagia,IncreasedALKP,IncreasedATL_GGT_AST,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
289,1,Shih Tzu,12,M,True,No change,9.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
290,1,Yorkshire Terrier,7,F,True,No change,3.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
291,1,Others,10,M,True,No change,14.95,True,False,False,True,False,False,False,False,True,True,False,True,True,False,,,False,False,False,False
292,1,Collie,4,F,True,No change,,False,False,True,False,False,False,False,False,True,False,False,True,False,False,,,False,False,False,False
293,1,Yorkshire Terrier,12,F,False,No change,7.0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,,False,False,False,False
294,1,Boxer,10,M,False,No change,37.6,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
295,1,Others,10,M,True,No change,,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,,False,False,False,False
296,1,Bichon Frise,12,M,True,No change,6.4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
297,1,Cavalier King Charles Spaniel,8,M,True,No change,,False,False,True,True,True,True,False,False,False,False,False,True,False,False,,,False,False,False,False
298,1,Bichon Frise,10,M,True,Weight gain,12.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False
299,1,Others,12,F,True,No change,33.9,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,,False,False,False,False
300,1,Staffordshire Bull Terrier,13,F,False,No change,20.4,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False
301,1,Bichon Frise,10,F,True,No change,8.6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
302,1,Others,9,F,True,No change,47.7,False,False,False,False,True,True,False,False,False,False,False,True,True,True,,True,False,False,False,False
303,1,Others,11,M,True,No change,5.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
304,1,Crossbreed,9,M,True,Weight loss,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
305,1,Others,11,M,False,No change,9.2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
306,1,Staffordshire Bull Terrier,9,M,True,Weight loss,,False,False,False,False,True,False,False,True,False,True,False,True,True,False,,,False,False,False,False
307,1,Springer Spaniel,12,F,True,No change,20.9,False,True,False,False,False,False,False,True,True,False,False,True,True,False,,,False,False,False,False
308,1,Jack Russell Terrier,12,F,False,No change,6.5,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False
309,1,Staffordshire Bull Terrier,12,M,True,No change,32.6,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False
310,1,Crossbreed,8,M,False,No change,12.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
311,1,Crossbreed,8,M,True,No change,31.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
312,1,Border Terrier,11,F,True,No change,12.4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
313,1,Labrador Retriever,9,F,True,No change,32.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
314,1,Crossbreed,11,M,True,No change,17.4,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False
315,1,Collie,9,F,True,No change,30.2,True,False,False,True,True,True,False,False,False,False,False,False,False,True,,,False,False,False,False
316,1,Others,8,M,True,No change,15.75,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
317,1,Shih Tzu,10,F,True,No change,9.5,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
318,1,Crossbreed,12,M,False,Weight gain,30.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False
319,1,West Highland White Terrier,9,F,True,No change,9.5,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,,False,False,False,False
320,1,Others,6,M,False,No change,16.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
321,1,Crossbreed,10,M,True,No change,19.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
322,1,Border Terrier,5,F,True,Weight gain,13.8,False,False,False,True,False,True,False,False,False,False,False,True,True,True,,,False,False,True,False
323,1,Crossbreed,15,F,True,No change,14.45,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
324,1,Others,8,F,False,No change,8.0,False,False,False,True,True,False,False,False,True,False,False,True,True,False,,,False,False,False,False
325,1,Bichon Frise,11,M,True,Weight loss,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
326,1,Shih Tzu,13,M,True,No change,10.25,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False
327,1,Border Terrier,11,F,True,No change,8.1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,,False,False,False,False
328,1,Jack Russell Terrier,12,F,True,No change,8.5,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False
329,1,Crossbreed,12,F,True,No change,32.35,False,False,False,True,True,False,True,False,True,False,False,False,False,False,,,False,False,False,False
330,1,Others,10,M,True,No change,11.1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,,,False,False,False,False
331,1,Springer Spaniel,11,M,True,No change,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
332,1,Others,14,M,True,No change,15.4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,False,False,False
333,1,Others,10,M,True,No change,11.7,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,False,False,False,False
334,1,Border Terrier,13,F,True,No change,9.5,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False
335,1,Crossbreed,10,M,True,No change,22.4,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,False,False
336,1,Border Terrier,11,M,True,No change,9.1,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
337,1,West Highland White Terrier,10,F,False,No change,8.4,False,False,False,False,False,False,False,True,False,False,False,True,True,False,,,False,False,False,False
338,1,Jack Russell Terrier,13,M,True,No change,10.0,False,False,True,True,True,False,False,False,False,True,False,True,True,True,,,False,False,False,False
339,1,Crossbreed,15,F,True,No change,11.7,False,False,False,True,True,True,False,True,False,False,False,True,True,False,,,False,False,False,False
340,1,Jack Russell Terrier,9,F,False,No change,10.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
341,1,Jack Russell Terrier,10,F,True,No change,19.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
342,1,Staffordshire Bull Terrier,11,F,True,No change,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
343,1,Crossbreed,11,F,True,No change,10.7,True,False,False,True,True,True,False,False,False,False,False,True,True,True,,,False,False,False,False
344,1,Yorkshire Terrier,14,M,False,No change,7.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
345,1,Schnauzer,9,F,True,No change,10.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
346,1,Cavalier King Charles Spaniel,8,M,True,No change,20.45,False,False,False,False,True,True,False,False,False,False,False,True,True,False,,,False,False,False,False
347,1,Labrador Retriever,11,F,True,No change,29.8,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False
348,1,Others,7,M,False,Weight gain,9.45,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False
349,1,Chihuahua,11,M,True,Weight gain,,False,False,False,True,False,False,False,False,False,True,False,True,True,True,,,False,False,False,False
350,1,Others,8,F,True,No change,12.65,False,False,False,True,False,True,False,False,True,False,False,True,True,False,,,False,False,False,False
351,1,Border Terrier,10,M,True,No change,7.6,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
352,1,Others,9,M,True,No change,10.25,False,False,True,True,False,False,False,False,True,False,False,True,True,False,,,False,False,False,False
353,1,Crossbreed,9,M,True,No change,9.1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
354,1,Springer Spaniel,8,M,True,No change,20.5,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
355,1,West Highland White Terrier,10,M,False,No change,12.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
356,1,Jack Russell Terrier,13,F,True,No change,,True,False,False,True,True,True,False,False,True,False,False,True,True,True,,,False,False,False,False
357,1,Shih Tzu,4,M,True,No change,11.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
358,1,Bichon Frise,11,M,True,No change,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
359,1,Jack Russell Terrier,10,F,False,Weight gain,10.1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
360,1,Crossbreed,9,F,True,No change,6.69,True,False,False,True,True,True,False,True,False,False,False,False,False,False,,,False,False,False,False
361,1,Cavalier King Charles Spaniel,9,F,True,Weight loss,13.4,False,False,False,False,True,True,False,False,False,False,False,True,True,True,,,False,False,False,False
362,1,Schnauzer,9,M,False,No change,14.6,False,False,False,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
363,1,Jack Russell Terrier,11,M,True,Weight loss,15.2,False,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True
364,1,Others,6,M,True,Weight loss,11.2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,,False,False,False,False
365,1,Staffordshire Bull Terrier,15,F,True,Weight loss,,True,False,False,False,False,False,False,True,False,True,False,True,True,False,,,False,False,False,True
366,1,Crossbreed,11,M,True,No change,20.6,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
367,1,Schnauzer,9,M,True,No change,9.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
368,1,Bichon Frise,12,M,True,Weight loss,6.26,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,,False,False,False,False
369,1,Crossbreed,12,M,True,No change,18.5,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
370,1,Yorkshire Terrier,14,M,True,No change,,False,False,False,True,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
371,1,Chihuahua,11,M,True,No change,4.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
372,1,Shih Tzu,14,F,True,No change,7.65,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,False,False,False,False
373,1,Schnauzer,9,M,True,Weight gain,12.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
374,1,Yorkshire Terrier,7,M,False,No change,3.6,False,False,False,False,False,True,False,False,False,False,False,True,True,False,,,False,False,False,False
375,1,Staffordshire Bull Terrier,10,M,False,No change,23.75,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
376,1,Labrador Retriever,12,F,True,No change,34.4,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
377,1,Crossbreed,12,F,False,No change,27.4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
378,1,West Highland White Terrier,4,F,False,No change,8.85,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,False,False,False,False
379,1,Jack Russell Terrier,9,F,True,No change,7.06,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
380,1,Crossbreed,15,F,True,No change,8.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,True,False,False,False
381,1,Shih Tzu,9,M,True,No change,12.0,False,True,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False
382,1,Bichon Frise,12,F,False,No change,8.4,False,False,False,True,False,True,False,True,False,True,False,True,True,True,,,False,False,False,False
383,1,Cavalier King Charles Spaniel,9,M,False,No change,11.7,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
384,1,Jack Russell Terrier,10,M,True,No change,7.25,False,False,False,True,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
385,1,Shih Tzu,8,F,True,Weight loss,4.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
386,1,Crossbreed,8,F,True,No change,8.3,False,False,False,True,True,True,False,False,False,True,False,False,True,True,,,False,False,False,False
387,1,Crossbreed,14,F,True,Weight gain,12.4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
388,1,Border Terrier,12,F,True,No change,9.5,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,,False,False,False,False
389,1,Staffordshire Bull Terrier,8,F,False,Weight gain,19.1,False,False,False,False,False,True,False,True,True,False,False,False,False,True,,True,False,False,False,False
390,1,Schnauzer,6,M,True,Weight loss,7.6,False,True,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
391,1,Jack Russell Terrier,9,M,True,Weight gain,10.5,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
392,1,Schnauzer,10,F,True,Weight gain,10.5,False,False,False,True,False,False,False,False,False,True,False,True,True,False,,,False,False,False,False
393,1,Bichon Frise,10,M,True,Weight gain,13.3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False
394,1,Staffordshire Bull Terrier,13,M,True,No change,31.6,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
395,1,Cocker Spaniel,13,M,True,No change,19.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
396,1,Crossbreed,12,F,True,No change,24.6,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
397,1,Bichon Frise,8,F,True,No change,5.9,True,False,False,False,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
398,1,Others,8,F,True,No change,10.36,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
399,1,Yorkshire Terrier,13,M,True,No change,,False,False,False,True,True,False,False,True,False,True,False,False,False,False,,,False,False,False,False
400,1,Poodle,8,F,False,Weight loss,3.05,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,False,False,False,False
401,1,Collie,16,F,True,No change,30.6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
402,1,Crossbreed,13,F,True,No change,24.4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,True,True,False,False
403,1,Boxer,8,M,True,No change,31.4,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,False,False,False,False
404,1,Others,14,M,False,No change,10.7,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False
405,1,Crossbreed,15,F,True,No change,10.68,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
406,1,Others,9,F,True,Weight gain,,False,False,False,True,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False
407,1,Chihuahua,6,M,False,No change,2.5,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,False,False,False,False
408,1,Crossbreed,8,F,False,No change,30.6,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,,False,False,False,False
409,1,Jack Russell Terrier,9,F,False,No change,8.64,False,False,False,True,True,False,False,False,False,True,False,True,True,False,,,False,False,False,False
410,1,Others,11,F,True,No change,8.8,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
411,1,Others,10,M,False,No change,18.9,False,False,False,True,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False
412,1,Crossbreed,4,F,False,Weight gain,15.2,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False
413,1,Labrador Retriever,10,M,True,No change,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False
414,1,Crossbreed,13,F,True,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
415,1,Others,1,F,False,No change,21.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False
416,1,Others,13,F,False,No change,43.0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,,,False,False,True,False
417,1,Border Terrier,9,M,True,No change,14.5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
418,1,Crossbreed,13,M,True,No change,11.85,False,False,False,True,False,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False
419,1,Schnauzer,10,M,True,No change,9.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
420,1,Crossbreed,7,M,True,No change,10.75,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False
421,1,Others,7,F,True,No change,56.25,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
422,1,Labrador Retriever,9,F,False,No change,37.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
423,1,Others,9,F,True,No change,14.2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
424,1,Bichon Frise,11,M,True,No change,9.2,True,True,False,False,False,False,False,False,False,True,False,True,True,False,,,False,False,False,False
425,1,Crossbreed,15,F,True,No change,7.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,True
426,1,Bichon Frise,10,M,False,No change,11.26,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,,False,False,False,True
427,1,Staffordshire Bull Terrier,13,F,True,No change,20.2,False,False,False,False,True,False,False,False,True,True,False,True,True,False,,,False,False,False,False
428,1,Others,11,F,False,Weight loss,33.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
429,1,Crossbreed,7,F,True,No change,9.3,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
430,1,Jack Russell Terrier,12,M,True,No change,7.5,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False
431,1,West Highland White Terrier,14,M,True,No change,9.45,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
432,1,Cocker Spaniel,7,F,True,No change,,True,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
433,1,Others,11,F,True,No change,9.8,False,False,False,False,False,True,False,False,True,False,False,True,True,True,,,False,False,True,False
434,1,Crossbreed,9,M,True,No change,29.05,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
435,1,Others,12,F,True,No change,12.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
436,1,Crossbreed,11,F,True,Weight loss,18.05,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
437,1,Yorkshire Terrier,12,F,True,No change,8.55,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False
438,1,Others,13,M,True,No change,35.0,False,False,False,False,False,False,False,False,True,True,False,True,True,False,,,False,False,False,False
439,1,Bichon Frise,6,M,True,No change,8.7,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False
440,1,Boxer,7,M,True,Weight loss,,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False
441,1,Cocker Spaniel,9,M,True,No change,9.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
442,1,Jack Russell Terrier,8,F,False,No change,10.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,,,False,False,False,False
443,1,Others,11,M,True,No change,34.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
444,1,Jack Russell Terrier,10,F,True,Weight gain,5.9,False,False,False,False,False,True,False,False,False,False,False,True,True,True,,,False,False,False,False
445,1,Others,12,F,True,No change,14.6,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,,False,False,False,False
446,1,Others,10,F,True,Weight gain,,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
447,1,Crossbreed,12,F,True,No change,15.5,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
448,1,Border Terrier,12,M,True,Weight gain,11.4,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False
449,1,Jack Russell Terrier,9,F,False,No change,11.1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
450,1,Border Terrier,7,F,True,No change,10.2,False,False,False,True,False,True,False,False,True,True,False,True,True,True,,,False,False,False,False
451,1,Bichon Frise,6,F,True,No change,9.5,False,False,False,True,True,False,True,False,False,False,False,True,True,False,,,False,False,False,False
452,1,Crossbreed,14,F,True,No change,13.3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
453,1,Staffordshire Bull Terrier,12,F,False,No change,19.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
454,1,Crossbreed,10,F,False,No change,7.7,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
455,1,Shih Tzu,15,M,True,No change,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False
456,1,Poodle,9,F,True,No change,6.0,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,True
457,1,Others,8,F,True,No change,9.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
458,1,Shih Tzu,10,F,True,No change,8.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
459,1,Staffordshire Bull Terrier,13,F,True,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
460,1,Crossbreed,6,M,True,No change,9.5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
461,1,Others,10,M,False,No change,22.0,False,False,False,True,True,True,False,False,False,False,False,True,True,False,,,False,False,False,False
462,1,Yorkshire Terrier,5,F,True,Weight gain,4.7,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False
463,1,Schnauzer,5,M,True,No change,19.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False
464,1,Crossbreed,8,M,True,Weight gain,11.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
465,1,Collie,8,F,True,No change,16.95,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False
466,1,Others,9,F,True,No change,21.1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
467,1,Cocker Spaniel,12,M,True,No change,13.6,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
468,1,Shih Tzu,11,M,True,No change,8.1,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
469,1,Others,10,F,False,No change,26.7,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False
470,1,Crossbreed,11,F,True,No change,38.2,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False
471,1,Others,6,M,True,No change,59.0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,,,False,False,False,False
472,1,Bichon Frise,6,M,True,Weight gain,13.9,True,False,True,True,False,False,False,False,False,False,False,True,True,True,,,False,False,False,True
473,1,Crossbreed,6,F,False,Weight gain,33.1,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False
474,1,Crossbreed,13,M,True,No change,9.8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,True
475,1,Yorkshire Terrier,10,M,False,No change,7.3,False,False,False,False,True,True,False,False,False,False,False,True,True,False,,,False,False,False,False
476,1,Crossbreed,12,M,True,No change,10.5,False,False,False,False,False,False,False,False,False,True,False,True,True,False,,,False,False,False,False
477,1,Crossbreed,9,M,True,No change,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
478,1,Crossbreed,10,F,True,Weight gain,39.3,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False
479,1,Schnauzer,9,F,False,No change,13.55,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
480,1,Staffordshire Bull Terrier,11,M,True,No change,20.4,False,False,False,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False
481,1,Others,9,F,True,No change,22.0,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False
482,1,Springer Spaniel,13,F,True,No change,25.8,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
483,1,Bichon Frise,9,F,True,No change,11.1,False,False,False,True,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
484,1,Staffordshire Bull Terrier,9,M,False,No change,23.3,False,False,False,True,False,False,True,False,False,False,False,True,True,False,,,False,False,False,False
485,1,Labrador Retriever,12,M,True,No change,,False,False,False,True,True,False,False,True,False,False,False,False,False,False,,,False,False,False,False
486,1,Yorkshire Terrier,9,M,False,No change,5.2,False,False,True,True,True,True,False,True,False,False,False,True,True,False,,,False,False,False,False
487,1,Crossbreed,12,F,False,Weight loss,9.33,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
488,1,Jack Russell Terrier,14,M,True,No change,11.1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
489,1,Staffordshire Bull Terrier,9,F,True,Weight gain,30.1,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False
490,1,Crossbreed,9,F,True,No change,10.1,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
491,1,Staffordshire Bull Terrier,10,F,True,Weight loss,,False,False,False,True,True,True,False,False,False,False,False,True,True,True,,,False,False,False,False
492,1,Others,10,M,False,No change,14.2,True,False,False,False,True,False,False,False,False,False,False,True,True,False,,,False,False,False,False
493,1,Others,12,M,True,No change,,False,False,False,True,False,True,False,True,False,False,False,False,False,False,,,False,False,False,False
494,1,Others,12,M,True,No change,7.9,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
495,1,Yorkshire Terrier,14,F,True,No change,3.2,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
496,1,Bichon Frise,9,F,True,No change,5.2,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False
497,1,Crossbreed,10,M,False,No change,53.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
498,1,Crossbreed,8,M,True,No change,16.0,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False
499,1,Others,9,F,False,No change,45.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False
500,1,Labrador Retriever,8,M,False,No change,39.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
501,1,Yorkshire Terrier,13,M,True,No change,7.5,False,False,False,False,True,False,True,False,False,False,True,True,True,False,,,False,False,False,False
502,1,Labrador Retriever,11,F,True,No change,39.5,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
503,1,Jack Russell Terrier,9,M,True,No change,8.4,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False
504,1,Crossbreed,13,F,True,No change,23.4,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,,False,False,False,False
